회차,시간,인물,대사
70,15~20,정진영,우리와 마찬가지로 저들도 죽기살기로 나오고 있소.
70,15~20,정진영,알고 있소. 그러나 그것은 우리가 먼저 쐈기 때문에 빚어진 일이오.
70,15~20,정진영,어차피 희생은 따르게 마련이오. 북에서 온 그 금강이란 동무는 어찌 됐소?
70,15~20,정진영,그 결투는 아주 신선했소. 반면에 우리 공산당으로서는 얻은 게 없는 싸움이었소. 전평위원장이 아주 바보같은 짓을 했소. 우리 김천호 동무도 그렇고.
70,15~20,정진영,그 금강이라는 동무 말이오. 꽤 인간적인 사내였소. 그 자는 말했지. 당이나 이념보다도 더 중요한 것은 친구라고 말이오. 당원으로서 그렇게 말하기는 결코 쉽지 않은데 말이야.
70,15~20,정진영,그러나 나는 죽마고우를 쏘았소.
70,15~20,정진영,친구라... 친구... 마치 아주 오래 전에 들어본 이름 같소... 아주 오래 전에...
70,25~30,이정재,경찰이 됐다고?
70,25~30,이정재,멋있어? 야 영주야. 요즘 경찰이 뭐하고 사는 줄 아냐? 파업 현장에서 청년대원들 뒤치닥꺼리나 하고 산다.
70,25~30,이정재,야 인마 그걸 아는 놈이 경찰이 됐어? 니 앞길도 훤하다 인마...
70,25~30,이정재,"인사를 받아야 하는 건지, 아니면 훗날 너한테 원망을 들어야 하는 건지, 정말 모르겠다. 어쨌든 들어온 이상 잘 해 봐."
70,25~30,이정재,야! 니 소속으로 돌아가라. 나 출동해야 돼! 요즘 보안팀이고 수사팀이고 없어. 다 파업 현장이야! 또 보자.
70,25~30,이정재,그래. 잘 해봐 인마!
70,30~35,두한,방법이 없겠습니까?
70,30~35,두한,이 지금... 이 나라에 누가 돈이 제일 많습니까?
70,30~35,두한,하 그래도 돈이 있는 곳을 알아야 이 방법을 찾아볼 게 아니겠습니까?
70,30~35,두한,이게 뭔 줄 아십니까?
70,30~35,두한,"그렇습니다. 이 돈봉투 대신 내 주신 겁니다. 즉 이걸로 방법을 찾아봐라, 하신 거 아니겠습니까?"
70,30~35,두한,아 그러니까 누가 돈이 많은지 그것부터 얘기를 좀 해 주십쇼. 애국헌금을 거둬야겠습니다.
70,30~35,두한,"자진해서 내지 않으면은, 억지로라도 거둬야할 거 아니겠습니까? 말씀을 해주십쇼. 누구누굽니까? 돈 있는 사람들이?"
70,30~35,정진영,무슨 짓들이야? 그만두지 못 해?*
70,30~35,정진영,어쩐 일이야? 니가 여길 다시 오다니... 여긴 오지 말라고 했잖아!
70,30~35,정진영,내 친구야!
70,30~35,정진영,왜들 이래? 내 친구라고 하잖아! 나가들 있어.
70,30~35,정진영,"마셔라. 니가 여기 왜 왔는지 나는 알 것 같애. 야, 개코. 지난번에도 니가 한번 왔던 적이 있었지. 넌 사실 우리 친구들 중에 가장 정이 많은 놈이야. 마음 고생이 많을 거다."
70,30~35,정진영,그랬을 거다. 이제 와서 얘기지마는 김무옥이가 죽은 것도 가슴이 아프다. 어쨌든 무옥이도 친구가 아니냐?
70,30~35,정진영,그래. 서로가 돌아오기 어려운 강을 넘었어. 너도 조심해라. 이렇게 여길 찾아오면은 그 쪽에서도 의심받을 수가 있어.
70,35~40,정진영,아마 그렇게 될 거다.
70,35~40,정진영,너무 늦었어.
70,35~40,정진영,잔 마셔라. 니 말은 한번 생각해보마. 보나마나 어려운 일이지만 말이다. 이미 우리는 원수가 됐어. 자고 나면 총부리를 겨누는 사이가 됐어.*
70,35~40,정진영,"그리고, 이 총에 죽다 살아난 두한이야. 우리가 과연... 화해할 수 있을까?*"
70,35~40,정진영,어려울 거야... 어려울 거야...*
70,35~40,정진영,어려울 거야. 두한이는 이미 나를 쏘려고 마음을 굳혔을 거야! 틀림없이 그럴 거야.*
70,35~40,두한,아 그때 아편을 불태우지만 않았다면 이렇게까지 급하진 않았을 겁니다!
70,35~40,두한,지금도 거리에서 그리고 여러 파업 현장에서 우리 청년 대원들이 죽어가거나 다치고 있습니다.
70,35~40,두한,그런데 도와주는 이들이 아무도 없습니다! 그렇다고 싸움을 포기할 수도 없고 말입니다.
70,35~40,두한,아 일단은 합법적으로 여러 곳에 헌금을 요구해 보겠습니다. 그러나 그것이 잘 안된다면은 다소 무리가 따르더라도 이해를 하십시오.
70,35~40,두한,이 두고 보시면 알게 될 겁니다.
70,35~40,두한,아 그건 나중에 아시게 될 겁니다. 아무튼 애국자금을 모으도록 하겠습니다. 아 애국자금 말입니다!
70,35~40,두한,아 그렇게 하지 않으면 누가 돈을 내놓겠습니까?
70,40~45,두한,"아, 예 청장님..."
70,40~45,두한,"네, 박사님."
70,40~45,두한,그렇소.
70,40~45,두한,어디에다 쓸건지... 물어보지도 않는구려?
70,40~45,두한,고맙소. 일이 잘 되면 다시 찾아오겠소. 이 잘 안된다면은 영영 이 집을 내어줄 수도 있을 거요.
70,40~45,두한,미안하오.
70,40~45,두한,"그렇소. 애국자금으로 쓸 거요. 용서하시구려. 은행에 잡혀서, 이 자금으로 좀 쓸 거요."
70,40~45,두한,이 그만 일어나야겠소. 아 참... 이 지난번에 보내준 옷은 잘 받았소.
70,40~45,두한,여러가지로 이해를 해줘서 고맙소. 가 보리다.*
70,45~50,두한,내일 은행에 가서 돈을 좀 대출 받아오십쇼. 이 집값이 오만원은 간다고 합니다. 애국자금에 쓸 거라고 하고 오십만원은 받아내십쇼.
70,45~50,두한,그건 알 거 없다. 살아있는 사람들은 어떻게든 살기 마련이야.
70,45~50,두한,내가 먼저 있는 것을 내놓아야 남들 것을 달랠 수가 있는 거야.
70,45~50,두한,이미 정하고 가져온 거야. 아 근데 왜들 이렇게 말들이 많은 거야? 난 지금 애국자금을 모으려고 하는 거야. 나부터 동참하고 말이야.
70,45~50,두한,따라서 모든 걸 떳떳하고 공평하게 하려고 하는 거야. 내 집을 놓아두라고 하는 것은 결과적으로 남의 것만 뺏으려는 얘기가 아닌가? 이 김두한이가 그렇게 비열한 게 좋겠나?
70,45~50,두한,모두 그런 거야? 준비들 해. 당분간 여러 파업 현장을 돌면서 동시에 자금도 마련한다. 우린 도둑이 아니다. 애국자금을 모으려는 거야.
70,45~50,두한,있는 자들의 돈을 받아서 나라를 위해 쓰려고 하는 거란 말이야. 내일부터 사흘간 그 명단에 적힌 집들을 알아봐.
70,45~50,두한,"다른 대원들은 일체 개입시키지 말고, 우리끼리 한다. 알겠나?"
70,45~50,두한,만약을 위해서... 영태 형님은 지난날 해 온 것과 마찬가지로 장부를 잘 관리해주십시오. 나중에 분명 시끄러울 여지가 있습니다.
70,45~50,두한,지금부터 사흘 훕니다. 그 때부터 시작하십시다. 빨리 해결하고 끝내야 합니다.
70,45~50,두한,자 오늘은 이만 하지. 모두들 가서 쉬어.
70,45~50,두한,아 여보세요? 아 별동댑니다. 여보세요?
70,45~50,두한,여보세요? 말씀 하십시오.*
70,45~50,정진영,"그래... 이미 늦은 거야. 다 늦은 거야. 이제 와서 대체 무슨 말을 한단 말인가? 그리고, 도대체 내가 지금 무슨 짓을 하려고 한단 말인가?*"
70,45~50,정진영,화해? 친구? 글쎄... 이제 와선 말도 안되는 일이야...*
70,45~50,두한,진영이?
70,45~50,두한,전위대로 말이야?
70,45~50,두한,"그래, 다른 대원들한테도 말을 했어?"
70,45~50,두한,"그래, 일체 말을 하지 마라. 그리고 다신 가지마! 진영이는 돌아오지 않아, 아니! 돌아올 수가 없어."
70,50~55,두한,"다시 말하지마는, 가지 마라. 절대로 돌아올 수가 없어. 알겠어? 그리고 다른 대원들한테 심약하게 보이지 말고 말이야."
70,50~55,두한,"술도 시도 때도 없이 마시지 말고! 너 요즘, 아주 심하게 흔들리고 있다."
70,50~55,두한,내려가서 쉬어라...
70,50~55,두한,다시 한번 말하지마는... 가지 마라. 다른 대원들이 오해할 수가 있어. 거긴 적이야. 우리들의 적 말이야. 무옥이를 죽인 적이야. 그래도 모르겠어?
70,50~55,두한,정신 차려라 개코. 정신 차려.
70,50~55,정진영,뭐가 말이오?
70,50~55,정진영,글쎄...
70,50~55,정진영,알고 있소.
70,50~55,정진영,그것도 알고 있소.
70,50~55,두한,대부분 부잣집은 다 개들이 있는 거야. 역시 이 집부터가 순서가 되겠어. 여기서부터 가자고.
70,50~55,두한,일주일 안에 끝을 내야 돼. 우선 큰 집부터 시작을 하자고.
70,50~55,두한,그래 다 주던가?
70,55~60,두한,잘들 했다.
70,55~60,두한,"아 그래야 되지 않겠습니까? 자꾸 미룰 일이 아니지 않습니까? 이 날씨도 흐리고, 곧 비가 쏟아질 거 같아서 안성맞춤입니다."
70,55~60,두한,이 일정한 모금액을 거치면은 그만둬야죠. 그러나 적은 액수가 아닙니다. 대충 한 칠천만원 정도가 필요할 것 같습니다.
70,55~60,두한,"이 그 정도면은, 우리 별동대원들이 한 일년간은 살림을 할 수 있을 거 같습니다."
70,55~60,두한,"흠, 만들어 봐야죠."
70,55~60,두한,아니 뭐가?
70,55~60,두한,"애국헌금이지, 강도가 아니야."
70,55~60,두한,"그랬지. 나중에 하야시도 그걸 알았다고, 내가 다녀간 걸 말이야. 어쩔 수가 없었지 뭐, 지금도 그렇고."
70,55~60,두한,"아, 누가 알아줘야 애국을 하는 겁니까? 애국이란 스스로 좋아서 하는 것이지, 알아달라고 하는 거 아닙니다. 그런데 뭘 못하겠습니까? 남들은 강도라고 해도, 우린 애국입니다. "
70,55~60,두한,"그 옛날, 임꺽정이도 그리고 홍길동이도 백성들을 위해서 도적질을 했습니다. 그것이 바로 의적입니다.*"
70,55~60,두한,저희 아버님도 독립자금을 마련하기 위해서 친일파들을 턴 적이 있습니다. 그런데 뭘 못하겠습니까? 왜요?*
70,55~60,두한,사사로이 단 한 푼도 우리가 쓰려는 것이 아닙니다. 그런데 왜 못합니까? 왜? 우린 오늘 의적이 되는 것입니다.*
70,55~60,두한,필요하다면 얼마든지 난 도적이 될 것입니다. 나라를 위해서 말입니다. 나라를!*
71,0~5,두한,일전에 이승만 박사께서 내려주신 휘호를 가지고 왔습니다.*
71,0~5,두한,우리는 헌금을 받을 때마다 왜 헌금을 받는지를 분명하게 할 필요가 있습니다. 이 따라서 영태 형님은 성금을 접수한 후 반드시 영수증을 주도록 하십시오.*
71,0~5,두한,그것이 우리가 도적들과 다르다는 것을 말하는 겁니다.
71,0~5,두한,과거 일정 때 큰일이 있을 때마다 부자들이 돈 내고 싶어서 낸 줄 아십니까? 다 이 본인의 뜻과 상관없이 내는 겁니다. 
71,0~5,두한,그거나 이거나 뭐가 다릅니까? 그러니 애국을 모르는 사람은 강제로 내게 하는 수밖에 없습니다.
71,5~10,두한,경호원들은 없다. 이게 보이나? 
71,5~10,두한,이승만 박사께서 애국헌금을 하는데 쓰라고 내려주신 것이야. 
71,5~10,두한,"자 잘 봐... 보여 안 보여? 이승만 만 자 맞아, 안 맞아?!"
71,5~10,두한,당신은 일제시대 때 일본군에게 비행기를 헌납한 적 있지? 미군들과 싸우라고 말이야. 
71,5~10,두한,애국청년들이야. 애국청년단 말이야. 나 김두한이야.
71,5~10,두한,"김두한 알아, 몰라? 종로에 백화점을 가지고 있으면 나를 자주 봤을 텐데? "
71,5~10,두한,너 같은 친일파들이 있기 때문에 과거에 많은 독립군들이 죽었다. 지금도 마찬가지야. 
71,10~15,두한,살려달라? 
71,10~15,두한,넌 조국에 많은 죄를 졌다. 당연히 그 죄값을 해야 한다. 지금까지 네가 이렇게 잘 살게 된것은 그만큼 너 때문에 괴로움을 당하고 빼앗기고 못 사는 사람들이 있기 때문이야. 안 그래?
71,10~15,두한,죄값을 치뤄야지. 지금 조국의 형편이 매우 어렵다. 그때 비행기 값을 낸 만큼 헌금을 내. 헌금을 낼 수 있겠지? 
71,10~15,두한,"내겠어, 말겠어? "
71,10~15,두한,그렇다면 성금을 내. 돈 말이야. 
71,10~15,두한,오늘 여러 군데를 들려야 돼. 서둘러. 
71,10~15,두한,"영태 형님, 영수증을 드려야죠? "
71,10~15,두한,"그러면 안 되지, 외상을 해서야 되나? 저쪽에 있는 저 금괴도 넣도록 해. "
71,10~15,두한,"이승만 박사께 나중에 물어봐. 이게 사실인가, 아닌가? 이건 분명히 애국헌금이야. 그래, 안 그래? "
71,10~15,두한,"이제 막 시작했어. 오늘 밤새 바쁠 거야. 속력을 좀 내라, 관철아.*"
71,10~15,두한,"개코, 넌 사무실에 좀 있어. 요즘 마음이 많이 산만한 모양이다. 한동안 사무실이나 좀 지켜. 바깥일은 신경 쓰지 말고.*"
71,15~20,두한,자진해서 내지 않으면 억지로 거둬야 하지 않겠습니까? 말씀해 주십시오. 누구누구입니까? 돈 있는 사람들이?*
71,15~20,두한,당신이 백사장 맞소.? 
71,15~20,두한,노인장은 광산업으로 떼돈을 벌어서 과거 일본인들이 가지고 있던 조선 최대의 방직공장을 불하받았다고 들었소. 그게 사실이오? 
71,15~20,두한,그리고 노인장은 건준의 여운형씨에게 정치자금을 주었다고 들었소. 삼천만원이던가? 그것도 사실이오? 
71,15~20,두한,알고 있소. 지금 그것 때문에 골치 아파 죽겠어. 
71,15~20,두한,"아, 아 노인장이 아니신가? 잘 대우를 해 드려야지. "
71,15~20,두한,우리 말이오? 청년단원이야. 나 김두한이오. 
71,15~20,두한,그렇소. 이승만 박사를 아시오? 
71,15~20,두한,이게 바로 그 어른이 주신 휘호요. 애국사업을 하는데 어르신 이름을 써도 괜찮다고 했단 말이오. 
71,15~20,두한,"즉, 이승만 박사님의 이름으로 애국성금을 걷고 있는 중이다, 이런 말이야. 알겠소? "
71,15~20,두한,이 집이 처음이 아니오. 꽤 많은 사람들에게 성금을 걷고 있소. 노인장은 얼마를 내시겠소? 
71,15~20,두한,이 나라 최고의 부자가 아니야! 당신 여운형씨에게 삼천만원을 주었다고 했는데 우리에게도 그 만큼만 내놓으면 되겠어.
71,15~20,두한,물론 영수증을 써줄 거요. 그리고 이 나라가 완전하게 들어서면 정부에 신청을 하시오. 애국성금을 냈는데 돌려달라고 말이오. 
71,15~20,두한,옛날 임시정부에서도 그렇게 독립자금을 거둔 적이 있소. 
71,15~20,두한,노인장이 점잖으시니까 믿어보겠소. 허면 내일 꼭 뵈리다. 영수증은 미리 끊어드리시지요. 
71,20~25,정진영,여보세요. 
71,20~25,두한,"그래야겠습니다.  관철아, 다음은 계동이다. "
71,20~25,두한,"현잘을 제일많이 갖고 있는, 고리대금업자 공노인 집입니다. "
71,20~25,정진영,그래? 정말이냐? 
71,20~25,정진영,정말 두한이가 나를 만날 의사가 있다고 했다 그런 말이야?*
71,25~30,정진영,좋아. 정 그렇다면 생각해 보겠다. 두한이를 만나보는 일 말이야. 물론 생각은 하고 있었어. 어찌 되었든 간에 한번은 꼭 만날 필요가 있다고 말이야. *
71,25~30,정진영,하...두한이가 마음 고생이 심하다고? 그래... 왜 안 그렇겠어? 내가 그런 것처럼 두한이도 그렇겠지.*
71,25~30,정진영,그럴 거야..그럴 거야.. 하지만 과연 우리가 만나서 옛날처럼 될 수 있을까? 우리가?*
71,25~30,정진영,"아, 아무것도 아니오. "
71,25~30,두한,이승만 박사께서 내려주신 휘호요. 
71,25~30,두한,"이보시오, 고리대금업이라는 게 뭐요? 없는 사람들 피를 빨아서 얻은 재산이 아니오? 그 돈으로 좋은 데 쓰자는 것입니다."
71,35~40,두한,적어도 나는 내가 한 일에 대해서 부끄럽지 않다. 역사가 뭔지 그 기록이 어떻게 될 것인지는 나난 모른다.*
71,35~40,두한,하지만 적어도 나는 부끄럽지 않아. 절대로.... 나는 지금 애국을 하고 있는 거야.*
71,35~40,이정재,예. 부장님 헌데 오늘 경찰청이 왜 이렇게 시끄럽습니까? 
71,35~40,이정재,예? 뭐가 말입니까? 
71,35~40,이정재,애국헌금이요? 
71,35~40,이정재,허허허. 재미있군요. 
71,35~40,이정재,제가 말입니까?
71,35~40,정진영,그래도 영수증을 써주었고 이승만의 싸인이 있었다고 들었어. 적어도 강제성은 있었지만 합법을 가장했어. 
71,35~40,정진영,그 일은 김천호 동무가 알아서 잘 대처를 해. 
71,35~40,정진영,우리 전위대나 김두한의 별동대나 어렵기는 다 마찬가지지. 그러니까 그런 일까지 생기는 거야. 
71,35~40,정진영,아무래도 두한이를 한번 만나야 되겠어. 
71,35~40,정진영,갑자기가 아니라 아주 오래 전부터 생각했던 일이오. 
71,35~40,정진영,우리는 불필요한 피를 너무 많이 흘리고 있어. 그걸 조정해보자는 거야. 
71,35~40,정진영,그쪽에서 만나고 싶다고 연락이 왔어. 내가 아는 두한이는 적어도 그렇게 비겁한 친구는 아니야. 만나야겠어. 그렇게 들 알아. 
71,35~40,정진영,오래 전부터 생각했다고 하지 않았나? 시간이 없어. 더 미룰 시간이 말이야. 마지막이야. 어차피 한번은 만나야 한다구. 그렇게들 알아.
71,35~40,정진영,일이 어떻게 되든 어차피 한번은 만나야한다고. 한번은..
71,40~45,두한,다들 고생들 많았다. 저 영태형님은 말씀드린 것처럼 우리 본부와 전국의 청년단 지부가 써야할 비용과 그 내용에 대해서 상세하게 적어주십시오. 
71,40~45,두한,우리가 사사로이 단 일전도 쓰지 않았다는 것을 분명하게 할 필요가 있습니다. 
71,40~45,두한,돈 정리해서 매듭을 지으세요.
71,40~45,두한,그만들 해! 영균이 자리에 앉아. 왜들 만나기만 하면 이 모냥들이야. 우린 다 같은 식구들이잖아! 
71,40~45,두한,개코. 넌 사무실에선 술을 자제하라고 했지. 도대체 왜 이래? 왜 이렇게 정신을 못차리는거야?
71,40~45,두한,개코 나 따라와. 
71,40~45,두한,개코야. 너 왜그래? 그냥 조용히 지내면 되는 거야. 왜 이렇게 식구들한테 자꾸 눈에 나는 거야? 
71,40~45,두한,기분? 무슨 일인데? 
71,40~45,두한,"야 영철아 왜 그래? 그래 말해봐. 그건 언제, 어디서 들었어? "
71,40~45,두한,정말이야? 
71,45~50,이정재,하하하하하 방구깨나 낀다는 놈들은 다 들어가 있구만. 모두 다 애국성금을 냈어. 그것 참.*
71,45~50,이정재,"어쩌겠나? 데려오라는데? 흐흐흐흐 이승만 박사만 욕먹게 생겼구만. 애국성금이야? 하하하하 이거 영락없이 이승만 박사가 시킨 거 아냐, 이거? 하하하하*"
71,50~55,이정재,천천히 해도 돼. 오늘은 나도 시간 많아. 어차피 함께 가야하는데. 사정에 따라서 오래 걸릴 수도 있는 일이야. 충분히 얘기하라고 해. 
71,50~55,이정재,형님..? 하긴 그 소리 참 오랜만에 듣는다. 근로보국대에서 우리 자주 봤었지? 
71,50~55,이정재,"복잡한 일이 있는 모양이구나. 천천히 하라고 해, 기다릴 테니까."
71,50~55,두한,그쪽에서 보고 싶다고 하지 않습니까. 그리고 옛 친구입니다. 
71,50~55,두한,알고 있습니다. 
71,50~55,두한,잊지 않았다. 
71,50~55,두한,내가 총을 맞은 것도 무옥이가 죽은 것도 보다 더 큰 희생을 막을 수만 있다면 기꺼이 잊을 수가 있어. 적어도 내 생각은 그래. 오래오래 그 생각을 해왔어. 
71,50~55,두한,다들 잘 들어. 
71,50~55,두한,내가 만나려고 하는 건 마지막으로 한번 더 설득을 해보기 위해서야. 개코의 말처럼 진영이는 내 친구다. 비록 진영이가 날 쐈더라도 말이야.*
71,50~55,두한,아직까지 시간은 있다. 이것이 마지막 시간이란 이야기야. 최후 말이야. 이대로 그냥 포기할 수는 없어.*
71,50~55,두한,한번 더 만나보자구. 마지막으로 말이야. 이건 내가 결정을 이미 했던 거야. 저쪽도 결정을 했고 말이야.*
71,50~55,두한,그러나 우리 둘이 만나지는 않겠다. 모두들 진영이를 잘 아니까 말이야. 마지막이야. 마지막. 한번만 더 기회를 가져보자구.*
71,50~55,두한,"자, 개코. 전화를 걸어라. 그리고 나를 바꿔.* 어서. "
71,50~55,정진영,"그래, 나 진영이다. 개코구나. 무슨 일이냐?*"
71,50~55,정진영,뭐라구....? 
71,50~55,정진영,두한이를 바꾸겠다고? 
71,55~60,두한,진영이냐? 나 두한이다.*
71,55~60,두한,나 두한이야. 내 목소리 들리냐?* 
71,55~60,두한,"진영아, 나 두한이다. 두한이라구.*"
72,0~5,두한,진영아. 나 두한이다. 두한이라고.*
72,0~5,두한,듣고있냐? 나 두한이라고.*
72,0~5,정진영,듣고 있다. 오랜만이로구나.*
72,0~5,두한,그래. 정말 오래간만이다. 개코 한테 얘기 잘 들었다. 나도 널 보고 싶었다.*
72,0~5,정진영,상처는 어떠냐?*
72,0~5,두한,"무슨 상처? 아, 머리 말이냐? 괜찮아, 다 나았어.*"
72,0~5,정진영,"그래? 그 뒤로 얘기를 나눌 시간이 없었다. 그때는 어쩔 수가 없었다. 쏠 수밖에 없었어. 아니, 어쩌면, 지금도 그럴지 모른다.*"
72,0~5,두한,그렇겠지.*
72,0~5,정진영,용건이 뭐냐?*
72,0~5,두한,우리 한번 만나야되지 않겠냐? 진영아?*
72,0~5,정진영,"말해라, 김두한.*"
72,0~5,정진영,김두한.. 말해.*
72,0~5,이정재,신문마다 난리야. 하긴 나도 경찰에서 많은 도둑을 봤지만 니네 오야붕처럼 간 큰 도둑은 처음봤다.
72,0~5,이정재,"아, 참, 그렇지. 애국헌금이지, 그렇지. 그런데 삼수야. 회의가 왜 이렇게 길어?"
72,0~5,이정재,그래...? 
72,0~5,두한,"한번 더 만나자, 진영아. 어떠냐?"
72,0~5,정진영,만난다고 뭐가 달라지겠냐? 하지만 나도 한번은 그러고 싶었다. 어떻게 만나면 되겠나?*
72,0~5,두한,그냥 편안하게 만나자. 옛날처럼 말이야.
72,0~5,정진영,옛날처럼?
72,0~5,정진영,말해라. 시간과 장소를 정해라. 만나는 방법도.
72,0~5,정진영,"시간과 장소를 말해. 김해숙 동무, 적어."
72,0~5,두한,장소는 서로가 편안한 곳이 좋겠지. 충무로에 명동장이라고 있는데 너도 알 거야. 조용한 한식집인데..*
72,0~5,정진영,명동장이라구? 좋다. 시간은?
72,0~5,두한,한 사흘 후쯤 어떠냐? 점심이나 하자. 어때?*
72,0~5,정진영,사흘 후? 점심? 참석인원은?
72,0~5,두한,그건 네가 정해라.
72,0~5,정진영,단 둘이 만났으면 좋겠지만 서로 신변보장이 어려울 것이다. 한 다섯 씩만 데리고 만나자.*
72,0~5,두한,좋다. 그렇게 하자. 고맙다. 청을 들어줘서.
72,0~5,정진영,그때 보자.
72,0~5,두한,의미가 있습니다.
72,0~5,두한,"한번 더 만나서 얘기를 해보겠습니다. 그래도 안 된다면, 정말 안 된다면.. 그때 죽입시다."
72,0~5,정진영,이미 만나기로 한 일이야.
72,5~10,정진영,서로가 좌익과 우익의 청년대들이야. 피를 덜 흘려볼 수 있는 방법이 있을까 찾아보자는 거야!
72,5~10,정진영,비록 적이지마는 서로가 약속은 지킬 줄 알아.
72,5~10,정진영,"글쎄, 이 일은 내게 맡겨두라고 했잖아! 나가봐."
72,5~10,정진영,어차피 두한이나 나나 이게 마지막일 거요. 사실은 정말 한번 꼭 만나고 싶었었소. 더러운 감상주의인지는 모르지만 말이오.
72,5~10,두한,"어, 정재?"
72,5~10,이정재,어 오랜만이야. 한참 기다렸네. 내가 왜 여기 왔는지 아나? 그 애국헌금사건으로 윗분들이 좀 보자는구만.
72,5~10,두한,그렇지 않아도 기다리고 있었어.
72,5~10,이정재,일단 형식은 그래. 털린 사람들이 경찰청에서 난리야.
72,5~10,이정재,예. 조병옥 박사님하고 장택상 청장님이십니다. 지금 수도청 경찰들이 아주 시끄럽습니다.
72,5~10,이정재,"그거야 모르지. 가봐야 알지. 가지, 시간이 너무 늦었네."
72,5~10,두한,"그렇다고 안 갈 수도 없는 거 아닌가? 가서 잘 얘기를 해 봐야지. 영태형님, 그 영수증하고 다 준비됐습니까?"
72,5~10,두한,"자, 그럼 다녀오겠습니다. 아 개코, 진영이 만나는 일 말이야. 네가 알아서 준비를 잘해."
72,5~10,이정재,정진영이를 만나나?*
72,5~10,두한,"음, 그럴 참이야.*"
72,5~10,이정재,어차피 끝난 놈 아닌가? 시간끌게 뭐 있어? 없애버려. 그놈 때문에 희생이 엄청 크잖아.*
72,5~10,두한,그렇긴 하지만 한번은 더 봐야해. 아 그나저나 어른들 화가 많이 나셨나?*
72,5~10,이정재,하하하... 가봐야 알겠지. 기왕에 크게 시작한 일이야. 결말도 그렇게 맺으라구. 대부분 친일파들 돈을 털은 것이 아닌가?*
72,5~10,이정재,자네에게 귀띔해 주는 것이지만 머지않아서 반민족특별법이라는 것이 생길 거야.*
72,5~10,두한,반민족특별법?*
72,5~10,이정재,음. 친일파들 재판 말이야. 북쪽에서는 이미 인민재판이라고 해서 대부분 다들 죽어 나갔어.*
72,5~10,두한,반민족특별법..*
72,5~10,이정재,"청장님, 김두한씨를 데리고 왔습니다."
72,10~15,두한,아하하하 박사님 안녕하십니까? 아 그런데 무슨일로 부르셨습니까? 아아 다들 안면이 있으신 분들이시구만.
72,10~15,두한,무슨 말씀이십니까?
72,10~15,두한,어잇 그럴 리가 있겠습니까?
72,10~15,두한,당신들 나하고 분명하게 약속을 했을 텐데? 애국성금이라고 말이야. 나는 분명히 애국성금을 거둔겁니다. 여기 얼마를 어떻게 걷었는지 이 장부에 다 있습니다. 
72,10~15,두한,영수증을 발행했고 우선 먼저 이 김두한이의 집부터 은행에 저당 잡혀서 여기에 더했습니다. 청장님 이거한번 봐주십시오.
72,10~15,두한,도무지 벌레 같은 종자들이로구만. 한심한 놈들.
72,10~15,두한,"내가 보관하고 있소. 내, 당신들한테 분명하게 일러두겠소. 사실은 당신들 내 앞에 엎드려서 크게 절해야해."
72,10~15,두한,어차피 그 돈은 날라갈 돈이야. 돈하고 당신들 목숨까지도 말이야. 왠줄 알아? 지금 북쪽에서는 공산당들이 인민재판을 벌이고 있어. 
72,10~15,두한,"하루에도 수천 명, 수만 명 씩 과거 친일파들이 대창에 찔려 죽어나가고 있다, 이런 말이야."
72,10~15,두한,"우리 남쪽에도 곧 반민족특별법이라는 것이 생길 거야.* 그렇게 되면 당신들 모두 법정에 서게 된다, 이런 말이야. 민족의 배신자들이기 때문에 말이야. "
72,10~15,두한,"그래도 속죄를 하게 하려고 애국성금을 내게 했더니, 뭐? 그게 아까워서 여기를 찾아와? 이런... 박사님, 이 어리석은 백성들에게 한 말씀 해 주십시오."
72,10~15,두한,제가 청년운동을 하고 있습니다. 왜 모르겠습니까? 이 반역자들은 그까짓 돈이 아까워서 제놈들 죽는 것도 모르고 있습니다.
72,10~15,두한,"이런 더럽고 불쌍한 놈들 같으니라고. 잘 들었어? 그렇게 돈을 찾고 싶나? 그렇다면 돌려주지. 돌려주고 말고. 영수증 가져와. 누구부터 돌려줄까? 말해, 말을 하라구!"
72,10~15,두한,언제들 오세요. 그리고 이거 하나는 똑똑히 알아두십시오. 당신들이 이 김두한이한테 건넨 돈은 한 푼도 허투로 쓰지 않을 겁니다.
72,15~20,두한,언제든지 와서 장부를 확인하십시오.
72,15~20,이정재,어떻게 됐습니까? 김두한씨가 돈을 돌려주겠다고 했습니까?
72,15~20,이정재,예?
72,15~20,두한,하하하 의식이 있는 민족이라면 그렇게 해야하는 것이 당연한 거 아니겠습니까?
72,15~20,두한,하하 제가 배운건 없지만 말은 좀 할 줄 압니다. 하하하
72,15~20,두한,그 분이 친필 싸인을 준 것은 사실입니다. 그런데 쓰라고 준 게 아니겠습니까?
72,15~20,두한,아 좋습니다. 박사님 나가시죠. 제가 한 턱 대접하겠습니다. 하하하
72,15~20,이정재,청장님하고 식사를 하러 나갔다고? 두한이가 말이야?
72,15~20,이정재,"하여간 재주가 좋아. 두한이가 말이야. 여기 올 때까지만 해도 이거 일이 골치 아프게 됐구나 했는데, 그런게 아니잖아? "
72,15~20,이정재,우리 경찰청장님하고 저녁까지 함께 하러 가? 참나.
72,15~20,이정재,음 그렇다고 하는구만.
72,15~20,이정재,"하지만 개인적인 욕심때문에 한 일은 아니야. 그 친구는 내가 잘 알아. 아 그런데, 어쩐 일로 또 여기까지 왔어?"
