,회차,시간,인물,대사
21544,96,50~55,이정재,"그래도 이렇게 뻔한 일은 곤란하지요. 지난 번에 김상도를 혼낸 일 말입니다. 너무 드러난 거였어요. 앞으로 종종 이런 주문이 있을 것 같은데, 조심하라고 하세요."
21545,96,50~55,김기홍,"예, 회장님."
21546,96,50~55,이정재,그래 뭐 다른 별 일은 없지요?
21547,96,50~55,김기홍,"예, 그렇습니다. 모든 게 다 잘 돼가고 있습니다. 지난번에 김동진이를 혼낸 이후로 전 식구들이 모두 다시 한 번 회장님을 더욱 존경하는 눈치입니다."
21548,96,50~55,이정재,아 그래요...
21550,96,50~55,김기홍,그러나 말씀드린 대로 김동진이는 분명 떠납니다. 일찍 그 자리를 준비를 하셔야 합니다. 그 유지광 군은...?
21551,96,50~55,이정재,일전에 편지를 보냈는데 소식이 없습니다. 아무래도 억일이한테 한 번 다녀오라고 해야겠습니다. 곧 보내도록 하시죠. 오늘 내가 몇 자 써놓을 테니까...
21552,96,50~55,김기홍,"예, 그렇게 하겠습니다."
21553,96,50~55,이정재,"그래요. 사돈 밖에 생각나는 사람이 없습니다. 스으... 사돈만 와 준다면, 내가 안심을 좀 할텐데..."
21555,96,50~55,유지광,취야! 하! 취아! 하이야! 으..카이! 촤아! 취아! 야!*
21559,96,55~60,유지광,스님.
21562,96,55~60,유지광,무슨 말씀이신지...?
21564,96,55~60,유지광,그렇지만 스님... 전 이승만 박사님을 존경합니다. 그래서 우익에 선 것 뿐입니다.
21566,96,55~60,유지광,네. 저희 사돈어른입니다. 자유당에 소속되어 계십니다.
21568,96,55~60,유지광,생각 중입니다. 가서 제가 해야할 일이 아무래도 쉬운 일은 아닌 것 같아서 말입니다. 대충 알아봤는데 아주 어려운 일을 하고 계셨습니다. 저희 사돈 말입니다.
21570,96,55~60,유지광,예.
21571,96,55~60,이정재,김고문 님의 말씀처럼 새로운 별동대가 필요합니다. 아주 젊고 강력한 조직 말입니다.
21572,96,55~60,김기홍,그렇습니다.
21573,96,55~60,이정재,동진이가 이천이었다면 그렇게 다들 의심하진 않았을 겁니다.
21574,96,55~60,김기홍,사실입니다.
21575,96,55~60,이정재,유지광이 밖에 없어요. 억일이를 보내도록 하세요. 내가 오라고 하면 거절하진 않을 겁니다.
21576,96,55~60,김기홍,"예, 회장님."
21578,96,55~60,이정재,편지?
21581,96,55~60,시라소니,"이보라, 정재... 거 노점상 몇 개 달라고 한 거 어케됐어? 고 빨리 좀 주라... 고 기리고 고 애들 장사 밑천도 좀 필요하니끼니 한 오백만환만 더 주라.*"
21582,96,55~60,김기홍,아니... 무슨 내용입니까? 예...
21584,96,55~60,김기홍,"아니, 이 자가 그런데...!"
21586,96,55~60,이정재,허어......
21588,96,55~60,이석재,"회장님, 또 시라소니가 보낸 사람이라고 하는데... 이번에는 뭐라고 하는 겁니까?"
21589,96,55~60,김기홍,빨리 가게자리와 돈을 또 내놓으래.
21590,96,55~60,이석재,"예? 아니 이거 한두 번도 아니고 벌써 몇번째입니까? 인사 할만큼 한 거 아닙니까? 더는 안 됩니다. 우리 동대문 사단의 체면이 걸려 있습니다, 회장님."
21592,96,55~60,김기홍,그렇습니다. 더는 안 됩니다. 시라소니는 겉으로는 독불장군이지마는 어차피 명동에 속해 있습니다. 이렇게 되면은 명동과 동대문의 얘기가 되는 겁니다. 조치가 필요합니다.
21593,96,55~60,이정재,무슨 조치요?
21594,96,55~60,김기홍,깨야 합니다.
21595,96,55~60,이정재,시라소니를?
21596,96,55~60,이석재,지가 싸움을 잘하면 얼마나 잘 하겠습니까? 허락해 주십시오.
21597,96,55~60,김기홍,"회장님, 전설은 깨어져야 하는 겁니다. 그래야 새로운 전설이 생기는 겁니다. 그 새로운 전설은 바로 회장님이십니다."
21599,96,55~60,김기홍,"깨야 합니다. 더는 안 됩니다, 회장님... 오야붕들을 소집시켜야 겠습니다. 허락를 해 주십시오...*"
21600,96,55~60,이석재,"허락를 해 주십시오, 회장님.*"
21601,96,55~60,김기홍,어차피 넘어야 할 산입니다.*
21602,96,55~60,김기홍,회장님...!*
21603,96,55~60,이석재,회장님...!*
21604,96,55~60,이정재,시라소니... 시라소니... 시라소니를 직접 오라고 하세요.*
21607,97,0~5,김기홍,"회장님, 전설은 깨어져야 하는 겁니다. 그래야 새로운 전설이 생기는 겁니다.*"
21608,97,0~5,이정재,새로운 전설이라... 스읍... 아니지 아니야. 다른 사람도 아니고 시라소니 형님 아닌가.*
21609,97,0~5,이정재,헌데 그런 일로 시라소니를 깬다면 주먹세계에서 그야말로 웃음거리가 되는 거야. 그래. 그럴 순 없어.*
21611,97,0~5,이정재,"어 그래, 동진아 앉아라. 한동안 뜸했구나."
21613,97,0~5,이정재,그래? 조심해야지.
21615,97,0~5,이정재,음. 김고문께서 아마 할 말이 있는 모양이다.
21617,97,0~5,이정재,동진아. 한동안 쉬었으니까 이제 앞으로 열심히 일해 봐야지.
21618,97,0~5,이정재,"지난번 사건, 너무 신경쓰지 말란 얘기야. 난 아직도 동진이 너한테 거는 기대가 많다."
21620,97,0~5,이석재,"김동진 오야붕, 지난번에 자네 부하들은 잘 위로해줬나? 난 혹시나 앞으론 자네를 못 볼 줄 알았는데 말이야..."
21621,97,0~5,김기홍,어서 자리에 앉게.
21623,97,0~5,김기홍,"자, 들 앉아."
21624,97,0~5,김기홍,"자, 다들 모이셨으면 회의를 시작을 하겠소. 우리 동대문 사단은 그동안 많은 지역들을 흡수, 통합을 하면서 명실공히 국내 제 일의 조직으로 발돋움하고 있소. "
21625,97,0~5,김기홍,헌데 근래 들어서 우리 조직의 사기를 뒤흔드는 여러 사건들이 빈번하게 발생을 하고 있어요. 
21626,97,0~5,김기홍,그 중 가장 골치를 썩고 있는 시라소니 문제를 해결하기 위해서 오늘 회의를 소집을 했소.
21627,97,0~5,김기홍,모두들 아시겠지만 시라소니는 명동파에 그 적을 두고 있습니다. 그런데 그 시라소니가 몇 번에 걸쳐서 우리 동대문에 돈과 노점상 자리를 요구하고 있어요.
21628,97,0~5,김기홍,회장님께서는 그동안 넉넉하게 대접을 해주셨습니다. 헌데 이제는 맛을 들였는지 자꾸 그 도를 더해가고 있어요. 방침은 이미 정해졌습니다. 시라소니를 깨트리는 겁니다.
21631,97,0~5,임화수,"그렇다면, 명동과의 전면전을 의미하는 겁니까?"
21632,97,0~5,김기홍,경우에 따라서 그럴 수도 있겠지요.
21633,97,0~5,임화수,경우에 따라서요? 명동도 그리 만만치는 않을 텐데...?
21634,97,0~5,김기홍,"이미 결정된 일입니다, 임사장."
21636,97,0~5,김기홍,이번 일에 대한 모든 책임은 제가 집니다.
21641,97,5~10,이석재,뭐야? 선배니까 꼬박꼬박 돈을 갖다바쳐야 된단 얘기인가?
21642,97,5~10,이석재,"김동진 오야붕, 그간 꽤 반성을 많이 했다 생각했는데 여전하구만."
21644,97,5~10,이석재,뭐라구?
21645,97,5~10,김기홍,왜들 이래? 지금 회의 중이야! 말했지만 방침은 이미 정해져 있소. 어떤 방식으로 해결하느냐만 남아있습니다.
21647,97,5~10,이석재,우리는 이사장 부대와는 다릅니다. 그런 염려는 마시오. 거 이사장도 요즘 동진이하고 가깝다더니 둘이 닮아 가는 것 같습니다? 허허허... 안 그렇소 이영숙 오야붕?
21650,97,5~10,임화수,덫을 놓고 말 것도 없습니다. 시라소니가 저녁때 사무실에 들린다고 했지요? 그럼 거기서 해결을 하도록 합시다.
21652,97,5~10,임화수,왜요? 그 곳 만한 곳이 또 어디 있겠습니까? 일단은 입구 쪽 골목에다가 행동대원 애들 풀어놓고 습격을 하도록 하죠.
21654,97,5~10,임화수,그럼 이차로 사무실에서 준비를 하면 됩니다. 각 부대의 최정예요원들로 말입니다.
21655,97,5~10,임화수,어차피 시라소니는 사무실로 들어오게 돼 있어요. 시라소니가 센 것은 공간이 넓기 때문입니다. 좁은 곳에 들어오게 되면 장사가 없습니다. 
21656,97,5~10,임화수,그래서 우리 사무실 옆에 막다른 골목에 있는 창고 쪽으로 유인을 하면 그게 바로 덫을 놓게 되는 겁니다. 함정 말입니다.
21657,97,5~10,김기홍,그거 좋은 생각이요. 혹시 다른 의견들은 없으십니까?
21658,97,5~10,김기홍,좋소. 그럼 임사장의 의견을 찬성하는 걸로 합시다. 그럼 오늘 저녁에 동대문 사무실에서 다시 모이기로 합시다. 명심들 하세요. 
21659,97,5~10,김기홍,시라소니는 쉬운 상대가 아닙니다. 단단히 준비들하세요. 그리고 만약 사고가 생겼을 경우 모든 책임은 이 김기홍이 제 선에서 해결을 합니다. 들 아시겠습니까?
21660,97,5~10,김기홍,"자, 이만 회의를 마치도록 하겠습니다."
21661,97,5~10,시라소니,뭐이야? 고 날 보고 직접 오라고 했단 말이네? 거 정재 사무실로 말이가?
21663,97,5~10,시라소니,거 왜 번거롭게 오라 가라 기래? 거 사람을 보냈으면 기냥 주면 될 것이디...
21665,97,5~10,시라소니,하긴 기렇디... 거 내 생각만 했구만. 고 정재도 아새끼들 보는데 조금 민망스럽긴 하겠디.
21666,97,5~10,시라소니,"고 기럼 말이야, 내레 화룡이한테 갔다가 동대문에 들리테니께니 무슨 일 생기면 그 쪽으로 연락하라."
21669,97,5~10,시라소니,아 거 숨 넘어가갔어.
21671,97,5~10,시라소니,구속...? 고 두한이가 와?
21673,97,5~10,시라소니,기래...? 거 두한이가 누굴 죽이려 했단 말이가?
21679,97,10~15,두한,"이봐, 김형사?"
21681,97,10~15,두한,내가 왜 국회의원을 할려고 하는지 아나?
21682,97,10~15,두한,바로 당신 같은 인간들을 청소해 버릴려고 그러는 거야. 당신 같은 쓰레기들 말이야. 알아?
21683,97,10~15,두한,꺼져...! 당장 꺼져!!
21685,97,10~15,두한,"아니, 선생님? 아 예... 아, 바쁘실텐데 여기까지 왜 오셨습니까?"
21686,97,10~15,최동열,바쁘기는... 자 앉아. 거 고생이 많구만...
21687,97,10~15,두한,하하 고생은요... 제가 뭐 유치장이나 형무소를 한두 번 들락거렸습니까? 전 오히려 여기가 더 편합니다.
21688,97,10~15,최동열,"사람하고는... 그래, 앞으로 어쩔 셈인가?"
21689,97,10~15,두한,어쩌기는요? 선생님께서 말씀하시지 않으셨습니까? 정도를 걸어야 한다구요.
21690,97,10~15,최동열,이제 국회 개원이 얼마 남질 않았어. 이대로 있다가 실형을 받으면 의원직 박탈일세.
21692,97,10~15,최동열,오히려 자유당에선 그 편을 원하고 있을지도 몰라.
21693,97,10~15,두한,그렇게는 못합니다. 국민들이 뽑은 국회의원입니다. 지들 마음대로 할 수 있겠습니까?
21694,97,10~15,최동열,"이봐, 두한군... 현실을 잘 파악해야 돼. 지금 상황은 자네에게 불리하게 돼있어. 한 발짝 뒤로 물러나게. 고집 부릴 일이 아니야."
21695,97,10~15,두한,"못합니다. 그렇게는 못합니다, 선생..."
21696,97,10~15,최동열,자네 고집이 중요한 것인지 나라를 위해 일하는 것이 중요한 것인지를 생각해 봐야 할 일이야.
21697,97,10~15,두한,아무리 그렇다 하더라도 저놈들에게 머리를 숙일 순 없습니다.
21698,97,10~15,최동열,"정치는 말이야, 그렇게 단순한 것이 아니야. 무엇이 국익과 이 사회와 자신을 위하는 길인가를 따져봐야 하는 것이야."
21699,97,10~15,두한,아무튼 저는 저놈들하고 타협 안 합니다.
21700,97,10~15,최동열,"내가 권하는 일이야. 잘 생각해보게. 방법을 찾자는 것이지 자네의 신념을 무너뜨리라는 것이 아니야. 알겠나, 두한군?"
21701,97,10~15,조병옥,"아, 나요. 조병옥이야. 자넨 누군가?*"
21703,97,10~15,조병옥,도대체 뭐가 어떻게 된 건가? 내 신문은 보았는데...*
21706,97,10~15,조병옥,"이거 국회개원이 코 앞인데 큰일이로구만, 큰일이야... 그래, 그 쪽에선 별다른 연락은 없고?"
21708,97,10~15,조병옥,스으... 하하 이거 내가 오늘 가봐야 되겠구만. 알겠어.
21709,97,10~15,정대발,"어... 이, 이, 채 보좌관? 시방 누군가? 누구야...?"
21711,97,10~15,정대발,"조병옥 박사? 아 그래, 뭐라신가?"
21713,97,10~15,정대발,"어허! 거기 간다고 뭔 일이 달라진가? 뭔 대책을 말씀하셔야지...! 아따 미쳐불것네, 요... 이거 앉아있을 수도 없고 서 있을 수도 없고... 스읍, 이 일을 어떡하제? 으이? 이 일을 어째?"
21714,97,10~15,정대발,"오메. 오메오메. 오메, 영태성님..."
21715,97,10~15,김영태,이거 뭐가 어떻게 된 거야?
21716,97,10~15,정대발,아 어치게 되다뇨? 신문 못 보셨습니까?
21717,97,10~15,김영태,"이런 정신 없는 친구를 봤나? 아 지금 그런 얘기를 듣자고 왔겠어? 자초지종을 말해야 할 거 아냐, 자초지종을...!"
21719,97,10~15,신영균,막았어야지. 무슨 일이 있어서라도 막았어야지!
21721,97,10~15,정대발,"아 예... ㅈ, 죄송합니다... 아 그렇다고 형사들을 때릴 수도 없고..."
21723,97,15~20,김영태,"그래야겠어... 이봐 휘발유하고 만길이, 지금  애들을 불러서 종로 사람들 좀 모으라고 해. 그래 가지고 경찰서로 와. 많을수록 좋아. 알겠어?"
21726,97,15~20,신영균,어떻게 하실 생각이십니까?
21727,97,15~20,김영태,그냥 있을 수는 없잖아? 가서 실력행사라도 해야지.
21728,97,15~20,정대발,"저, 저희들도 따라갈랍니다."
21729,97,15~20,김영태,일단 한 사람만 남고 다 가도록 해. 채 보좌관이라고 했나?
21731,97,15~20,김영태,자네가 이쪽에 남아서 일을 보게.
21733,97,15~20,김영태,"자, 들 가자."
21734,97,15~20,정대발,갖다 오메...
21735,97,15~20,시라소니,거 두한이 소식 들었네?
21738,97,15~20,이화룡,기렇디. 기렇고 말고...
21739,97,15~20,시라소니,거 기러게 정치란 우리하곤 어울리디가 않아. 거 보통머리 가지곤 안 되는 거이 정치고 말이디.
21740,97,15~20,이화룡,"기건 기렇고... 이보라우, 님자? 또 동대문에 간다고 했네?"
21741,97,15~20,시라소니,와?
21742,97,15~20,이화룡,도대체 몇 번씩이나 말해야 알아듣갔어? 제발 거긴 가지 말라우. 거긴 님자하고 맞지를 않아.
21743,97,15~20,시라소니,아 거 좀 암말 말라 거. 고 동대문이고 서대문이고 내래 지금 기딴 생각할 겨를이 없어. 거 밑에있는 아새끼들은 기냥 내 눈치만 보고 있는 형국이야. 기리고 이번이 마지막이야.
21744,97,15~20,이화룡,거 마지막이고 뭐고 가지말라우! 그 아무래도 뭔가 이상해...
21745,97,15~20,시라소니,뭐이가 이상해?
21746,97,15~20,이화룡,"도대체 심부름을 보냈으면 그 아이한테 답을 주면 되는 거이디, 왜 꼭 님자한테 오라는 거이야? 게 이상하디 않네?"
21748,97,15~20,시라소니,"거 정팔아우, 내 이번이 마지막이라고 기러디 않았어? 거 정재가 가게 노점상자리 알아봐준다고 오라는데 고 어찌 안 가갔어? "
21749,97,15~20,시라소니,"기리고, 이번만 받으면 거 다시 찾아갈 일도 없어. 고 더는 볼 염치도 없고 말이디..."
21751,97,15~20,시라소니,거거 언제는 내가 혼자 안 갔네? 거 걱정하지 마라.
21753,97,15~20,이화룡,이거이 아무래도 뭔가 이상해.
21754,97,15~20,시라소니,아 거 뭐이가 자꾸 이상하다는 기야? 이... 내 나갔다 오갔어.
21755,97,15~20,이화룡,"이보라우, 이보라우 님자!*"
21757,97,15~20,시라소니,"아 고고 그 내 걱정은 말고 두한아우 도울 성, 생각들이나 좀 하라. 다녀오갔어."
21759,97,15~20,신영균,김두한 의원을 석방하라!*
21761,97,15~20,신영균,김두한 의원을 석방하라!*
21763,97,15~20,신영균,민주주의 탄압하는 표적수사 중단하라!*
21765,97,15~20,신영균,김두한 의원을 석방하라!*
21767,97,15~20,신영균,표적수사 중단하라!*
21769,97,15~20,신영균,김두한 의원을 석방하라! ...*
21771,97,15~20,김영태,"그래, 휘발유… 어떻게 됐나?*"
21773,97,15~20,김영태,경무대...?*
21775,97,15~20,김영태,경무대라...? 그렇겠군. 그게 더 먹힐 수가 있겠어.*
21776,97,15~20,김영태,"자, 자, 여러분! 지금 종로구민과* 상인분들이 경무대로 향하고 있습니다! 우리도 그 대열에 동참합시다! 경무대로 갑시다 여러분!"
21780,97,15~20,신영균,김두한 의원을 석방하라!
21782,97,15~20,신영균,김두한 의원을 석방하라!
21794,97,20~25,두한,"이보쇼, 서장?"
21796,97,20~25,두한,"이곳은 내 별장이오, 별장... 난 오히려 이곳에 있는 것이 더 편해요... 알아요? 하하하 밥 공짜로 주지, 시간 되면 운동 시켜주지. 이보다 더 좋은 별장이 어디 있겠소? 안 그렇소?"
21798,97,20~25,조병옥,"어허, 저기...* 자리 좀 비켜주겠나?"
21800,97,20~25,두한,아 박사님 여기까지 어쩐 일이십니까?
21801,97,20~25,조병옥,고생이 많구만.
21802,97,20~25,두한,고생은요... 아 제가 뭐 이런 곳에 한두 번 와보나요. 아무튼 면목이 없습니다.
21803,97,20~25,조병옥,그게 무슨 소린가? 이 나라의 자유와 민주를 위해서 자네가 이렇게 고생하고 있는데...
21804,97,20~25,두한,"이, 박사님께서도 고생이 많으시겠습니다. 야당이 힘을 못쓰는 국회가 돼서 말입니다."
21805,97,20~25,조병옥,"맞아. 걱정거리가 한두가지가 아닐세. 벌써부터 나쁜 조짐들이 곳곳에서 나타나고 있어. 야당은 힘이 없고, 자유당에선 더욱 거세게 몰아 부치고 있으니... 나, 이거야 원..."
21806,97,20~25,두한,그 죽일놈들을 그냥...!
21807,97,20~25,조병옥,두한군.
21808,97,20~25,두한,"아, 예..."
21809,97,20~25,조병옥,내가 여기까지 찾아 온 것은 자네한테 특별히 할 얘기가 있어서야.
21810,97,20~25,두한,"이, 말씀하십시오, 박사님."
21811,97,20~25,조병옥,내 알아본 바로는 자넨 곧 재판을 받게 돼 있어.
21812,97,20~25,두한,아 그거 뭐 한두 번 받았습니까?
21813,97,20~25,조병옥,이번엔 형편이 달라. 자네가 실형을 받으면 의원직이 박탈 돼.
21814,97,20~25,두한,알고 있습니다. 뭐 할 수 없는 일이죠...
21815,97,20~25,조병옥,"두한군, 자유당을 가게."
21816,97,20~25,두한,"아니, 박사님...?*"
21817,97,20~25,조병옥,내 말을 잘 들어. 당이 어디면 어떤가? 의지와 소신이 중요한 게 아닌가? 당이 무슨 문제야?*
21818,97,20~25,두한,그렇겐 못 합니다. 이 김두한이가 자유당을 가다니요?*
21819,97,20~25,조병옥,내 말을 듣게. 자네가 의원직을 포기하면은 그만큼 야당의원 한 사람이 줄어들게 돼. 안 그런가?*
21820,97,20~25,조병옥,자유당에 들어가서 투쟁을 하란 말이야. 자유당 내에서 야당이 되란 말이지. 내 말 어떤가?*
21821,97,20~25,조병옥,자유당 속에서 야당이 되는 거야. 이해가 가는가? 자넨 야당의원이란 말일세...!*
21822,97,20~25,두한,"아니, 박사님... 하지만...*"
21823,97,20~25,조병옥,두한이...! 잘 생각해보게. 생각하기 나름이야. 난 바빠서 그만 가보겠네. 잘 생각해 음? 잘 생각하란 말이야.*
21826,97,20~25,이기붕,뭐야? 아니 그럼 국회의원직을 박탈당해도 좋다는 얘기 아니야?
21829,97,20~25,이기붕,"아니야, 아니야, 아니야... 다시 선거를 한다고 해도 한 번 야당을 뽑은 곳은 또 야당이라고. 이거 봐, 한비서."
21831,97,20~25,이기붕,내일쯤 검찰총장을 한 번 더 보내봐.
21833,97,25~30,이기붕,그래. 그 사람을 보내서 마지막으로 협상을 한번 더 해봐.
21836,97,25~30,이기붕,그러게 말이야... 이 빨리 국회 안에 내 사람을 심어놔야 하는데 말이야. 응? 그 동대문에 이회장 같은 사람이 다음에 나와야 안심을 하겠는데 말이야. 스으... 하....
21838,97,25~30,김기홍,아침부터 억일이가 보이질 않습니다. 어디 보내신 모양입니다?
21839,97,25~30,이정재,이천에요.
21840,97,25~30,김기홍,아니 설봉사로요?
21841,97,25~30,김기홍,하하하... 잘하셨습니다. 회장님. 이제 새로운 인물이 오면 동대문도 활기를 띌 겁니다.
21842,97,25~30,김기홍,저... 그리고 회장님? 
21843,97,25~30,이정재,예.
21844,97,25~30,김기홍,오늘 저녁에 시라소니가 상인연합회로 오기로 했습니다.
21845,97,25~30,이정재,그래요...?
21846,97,25~30,김기홍,크게 걱정 안 하셔도 될 겁니다. 제가 알아서 일을 처리하겠습니다.
21847,97,25~30,이정재,예 그러세요. 아무래도 사돈이랑 오는 시간이 겹칠 거 같군요. 김고문께서 소니형님한테 잘 좀 말씀해 주세요.
21848,97,25~30,김기홍,예 회장님. 아무튼 시라소니 문제는 저희 선에서 확실하게 처리를 하겠습니다.
21849,97,25~30,이정재,확실하게요?
21850,97,25~30,김기홍,"아... 아 예, 뭐... 나중에 보고를 드리도록 하겠습니다."
21852,97,25~30,이석재,다들 잘 들어. 조금 있으면 시라소니가 이쪽 골목을 통과한다. 그리고 내 지시가 떨어지면 바로 공격으로 들어간다. *
21853,97,25~30,이석재,인정사정을 봐주면 안 돼. 조금이라도 빈틈이 보이면 사정없이 후려치라고. 알겠나?*
21854,97,25~30,이석재,"좋아... 자, 너희들은 저 쪽으로, 그리고 너희들은 저쪽으로...! 그리고 각자 노출 안되도록 조심들 해!*"
21855,97,25~30,임화수,배치는 다 했나?
21856,97,25~30,이석재,"예, 모퉁이마다 잠복을 시켜놨습니다."
21857,97,25~30,임화수,음. 일차에서 끝내면 좋겠지만 아무래도 힘들 거야. 다들 각오들 하라고.
21858,97,25~30,임화수,하지만 거기서 힘을 반쯤 빼게 하고 이리로 들어오면 끝장을 보라는 얘기야. 여기는 적당히 좁아서 운신하기가 어려울 거야. 
21859,97,25~30,임화수,다시 한 번 말하지만 절대로 죽여서는 안 돼. 기만 꺾어놓으면 되는 거라고.
21861,97,25~30,임화수,어... 벌써 시간이 이렇게 됐나?
21862,97,25~30,이석재,"제가 나가서 마중을 하죠. 하하하... 아 설레는구만. 시라소니라? 흐흐, 아 근데 아까부터 이영숙 사장하고 억일이가 보이지 않습니다?"
21863,97,25~30,임화수,"음. 이사장은 대원들만 보내기로 했고, 억일이는 회장님이 이천으로 심부름을 보낸 모양이야."
21864,97,25~30,이석재,거 억일이가 있어야 되는데 말입니다. 이럴 때 심부름을 보내다니... 설봉사 간 거 아닙니까?
21867,97,25~30,유지광,어떻게 오셨습니까?
21869,97,25~30,유지광,"아, 전에 회장님 댁에서 뵌 적이 있었지요. 근데 여기까진 어떻게?"
21871,97,25~30,유지광,저를요? 앉으시죠.
21873,97,30~35,유지광,"네, 그렇습니다."
21877,97,30~35,유지광,"예, 스님."
21879,97,30~35,유지광,말씀드린 대로 서울로 갈 생각입니다.
21881,97,30~35,유지광,예...
21883,97,30~35,유지광,"제가 하고 싶은 일은 정치입니다, 스님."
21885,97,30~35,유지광,조심하겠습니다.
21887,97,30~35,유지광,"자주 들리겠습니다. 가 보겠습니다, 스님."
21889,97,30~35,유지광,"죄송합니다, 스님. 자주 찾아뵙겠습니다."
21892,97,30~35,유지광,지금 동대문은 다 편안합니까?*
21894,97,30~35,유지광,시라소니요...?
21896,97,30~35,이석재,"어이구, 시라소니 형님! 나 동대문의 이석재요."
21897,97,30~35,시라소니,거 돌대가리구만 기래? 거 여긴 와 나와있네?
21898,97,30~35,이석재,왜라뇨? 손님이 오면 마중을 나오는 게 예의 아닙니까?
21899,97,30~35,시라소니,기래...? 거 돌대가리가 기딴 것도 알아? 거 별일이구만...
21900,97,35~40,이석재,자 이쪽으로 가시죠. 음.
21903,97,35~40,시라소니,거 오늘은 날 부른 이유가 따로 있었구만 기래…?
21905,97,35~40,시라소니,기래?
21908,97,35~40,시라소니,빡빡이...!*
21911,97,35~40,시라소니,"이보라, 거 돌대가리가 시켰네?"
21912,97,35~40,시라소니,거 말하라 썅!!
21914,97,35~40,시라소니,기렇디. 고 정재가 시키진 않았갔디! 돌대가리가 시킨 모양이구만 기래?! 고 나한테 감정이 많거든!
21916,97,35~40,이화룡,그래... 이거이 아무래도 심상치가 않아.
21918,97,35~40,이화룡,기래 기렇게 하라우.
21925,97,40~45,이석재,생각대로야. 입구의 습격조가 뚫렸어. 놈이 오고 있어요.*
21926,97,40~45,임화수,음... 준비들 하라고.*
21928,97,40~45,시라소니,거 대단하구만... 돌대가리가 마중나올때 좀 수상하다 했디.
21930,97,40~45,시라소니,"어이, 돌대가리. 돈은 갖고 왔네?"
21931,97,40~45,이석재,형님의 노망을 고쳐드리고 드릴 참이오.
21932,97,40~45,시라소니,기래? 고 아이들이 많구만? 거 화수 아우도 왔구만 기래?
21933,97,40~45,시라소니,정재가 시켰네? 거 묻디 않아? 정재가 시켰냐고?
21935,97,40~45,임화수,"소니 형님, 거 오늘은 입 좀 다무셔야겠소? 하하하..."
21937,97,40~45,시라소니,기래...
21943,97,40~45,시라소니,"거 덤벼보라! 거 덤비라! 거 덤비지 않고 뭐하나, 거! 씨..."
21944,97,40~45,이석재,그만!*
21945,97,45~50,이석재,시라소니 형님. 대단하십니다. 제가 상대해드리죠.
21947,97,45~50,시라소니,고 들어오라 야...
21951,97,45~50,시라소니,썅...!*
21955,97,45~50,시라소니,"이 썅...! 이 뭐야 이게, 이거!"
21956,97,45~50,이석재,"됐어, 끝내자고!"
21962,97,45~50,임화수,으하하하...!*
21963,97,45~50,시라소니,종간나...! 윽!*
21967,97,50~55,임화수,동양 제 일의 주먹이 쓰러졌다. 뭣들 하냐? 빨리 병원으로 옮겨.
21969,97,50~55,이석재,"후우, 역시 시라소니였어..."
21971,97,50~55,임화수,맞아. 전설이 아니라 현실이었어... 역시 주먹으로는 이길 수가 없었어...
21994,97,50~55,임화수,명동에서 이 일을 알았어... 아무래도 전쟁이 나겠구만.*
21995,97,50~55,이석재,전쟁을 하면 하는 거지요... 이 참에 아예 쓸어버리자고...!*
21996,97,50~55,임화수,그렇게 만만치가 않아.*
21997,97,50~55,이정재,"왜 시키지도 않은 일을 했소! 아니 그게 얼마나 무모한 짓인지 모르겠소? 전쟁입니다, 전쟁!! 알아요?!"
21998,97,50~55,김기홍,제가 다 책임을 지겠습니다.
21999,97,50~55,이정재,무슨 책임을 져요! 김고문께서!
22000,97,50~55,이정재,큰일이군... 큰일이야!
22001,97,50~55,김기홍,"죄송합니다, 회장님. 하지만 시라소니를 깨지 않고는 회장님의 새로운 전설을 이룰 수는 없습니다."
22002,97,50~55,김기홍,그래서 회장님께 사후 보고를 드리기로 하고 계획을 짰습니다. 용서해 주십시오...
22003,97,50~55,이정재,흐으... 시라소니 형님은요?
22004,97,50~55,김기홍,백병원 응급실로 옮겼습니다. 간신히 목숨은 건졌으나 심각한 모양입니다.
22006,97,50~55,이정재,피는 피를 부르는 법입니다. 그래서 처음 시라소니 형님을 깨자고 했을때 반대했던 이유가 바로 그겁니다. 그래서 시라소니 형님이 오면 잘 타협하라고 한 건데...
22008,97,50~55,이정재,김고문님...
22009,97,55~60,김기홍,"예, 회장님."
22010,97,55~60,이정재,어쨌든 이미 벌어진 일입니다. 모든 일은 제가 책임을 지겠습니다.
22011,97,55~60,이정재,사단 전체에 비상 대기령을 내리세요. 명동 쪽 반응도 살피구요. 알겠습니까?
22012,97,55~60,김기홍,"예, 회장님."
22014,97,55~60,이화룡,뭐이야? 시라소니와 맨발이 백병원으로 실려가?*
22017,97,55~60,이화룡,"이보라우, 정팔이... 비상 걸라우!"
22020,97,55~60,이화룡,이정재... 이 새끼 이거...!
22025,97,55~60,이화룡,"기래... 가만두딜 않갔어... 동대문, 박살을 내고야 말갔어! 박살을!!"
22031,97,55~60,이석재,"형님 노망을 고치면 돈을 주려고 했는데,  이거 안됐소... 하하하...*"
22033,97,55~60,임화수,거 그러길래 뛰는 놈 위에는 나는 놈이 있다고 하지 않았습니까? 그 시라소니 위에는 우리 이정재 회장님이 있다고요. 거 아시겠소? 으하하하하...*
22035,97,55~60,이정재,소니형님... 형님은 이제 그만 사시는 게 좋겠어요.*
22037,97,55~60,이정재,그만 사시는 게 좋겠습니다...!*
